Region,State_UT,Sector,Coal_MW,Lignite_MW,Gas_MW,Diesel_MW,Thermal_Total_MW,Nuclear_MW,Hydro_MW,RES_MNRE_MW,Total_RES_incl_Hydro_MW,Grand_Total_MW,thermal_share_pct,hydro_share_pct,nuclear_share_pct,res_share_pct,coal_share_thermal_pct,lignite_share_thermal_pct,gas_share_thermal_pct,diesel_share_thermal_pct,non_fossil_capacity_mw,non_fossil_share_pct
Eastern Region,Eastern Region,State,420.0,0.0,0.0,0.0,420.0,0.0,130.0,0.05,130.05,550.05,76.3566948459231,23.63421507135715,0.0,0.009090082719752752,100.0,0.0,0.0,0.0,130.05,23.643305154076906
Eastern Region,Eastern Region,Private,580.0,0.0,0.0,0.0,580.0,0.0,0.0,338.26,338.26,918.26,63.16293860126761,0.0,0.0,36.83706139873239,100.0,0.0,0.0,0.0,338.26,36.83706139873239
Eastern Region,Eastern Region,Central,3101.28,0.0,0.0,0.0,3101.28,0.0,46.98,4.0,50.98,3152.26,98.38274761599615,1.4903592977736606,0.0,0.12689308623019674,100.0,0.0,0.0,0.0,50.98,1.6172523840038575
Eastern Region,Eastern Region,Sub-Total,4101.28,0.0,0.0,0.0,4101.28,0.0,176.98,342.31,519.3,4620.58,88.7611511974687,3.8302550762025547,0.0,7.408377303282272,100.0,0.0,0.0,0.0,519.29,11.238632379484825
Eastern Region,Eastern Region,State,5470.0,0.0,0.0,0.0,5470.0,0.0,986.0,342.84,1328.84,6798.84,80.4549011301928,14.502473951438773,0.0,5.042624918368427,100.0,0.0,0.0,0.0,1328.84,19.5450988698072
Eastern Region,Eastern Region,Private,2185.0,0.0,0.0,0.0,2185.0,0.0,0.0,446.92,446.92,2631.92,83.01924070640445,0.0,0.0,16.98075929359555,100.0,0.0,0.0,0.0,446.92,16.98075929359555
Eastern Region,Eastern Region,Central,1873.7,0.0,0.0,0.0,1873.7,0.0,497.3,24.1,521.4,2395.1,78.23055404784769,20.76322491753998,0.0,1.0062210346123337,100.0,0.0,0.0,0.0,521.4,21.76944595215231
Eastern Region,Eastern Region,Sub-Total,9528.7,0.0,0.0,0.0,9528.7,0.0,1483.3,813.86,2297.16,11825.86,80.57511250767386,12.54285100618475,0.0,6.882036486141388,100.0,0.0,0.0,0.0,2297.16,19.424887492326135
Eastern Region,Eastern Region,State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,
Eastern Region,Eastern Region,Private,150.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,150.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Eastern Region,Eastern Region,Central,2887.02,0.0,0.0,0.0,2887.02,0.0,221.26,0.0,221.26,3108.28,92.88159367881916,7.118406321180845,0.0,0.0,100.0,0.0,0.0,0.0,221.26,7.118406321180845
Eastern Region,Eastern Region,Sub-Total,3037.02,0.0,0.0,0.0,3037.02,0.0,221.26,0.0,221.26,3258.28,93.20930061259314,6.790699387406852,0.0,0.0,100.0,0.0,0.0,0.0,221.26,6.790699387406852
Eastern Region,Eastern Region,State,1740.0,0.0,0.0,0.0,1740.0,0.0,2074.22,7.63,2081.85,3821.85,45.52768946975941,54.272668995381814,0.0,0.19964153485877262,100.0,0.0,0.0,0.0,2081.85,54.472310530240584
Eastern Region,Eastern Region,Private,2096.0,0.0,0.0,0.0,2096.0,0.0,0.0,1319.65,1319.65,3415.65,61.36460117400787,0.0,0.0,38.63539882599213,100.0,0.0,0.0,0.0,1319.65,38.63539882599213
Eastern Region,Eastern Region,Central,2136.47,0.0,0.0,0.0,2136.47,0.0,105.01,10.0,115.01,2251.48,94.89180450192761,4.6640432071348625,0.0,0.4441522909375166,100.0,0.0,0.0,0.0,115.01,5.108195498072379
Eastern Region,Eastern Region,Sub-Total,5972.47,0.0,0.0,0.0,5972.47,0.0,2179.23,1337.28,3516.51,9488.98,62.94111695883014,22.965903606077788,0.0,14.092979435092076,100.0,0.0,0.0,0.0,3516.51,37.058883041169864
Eastern Region,Eastern Region,State,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,360.0,360.0,0.0,100.0,0.0,0.0,,,,,360.0,100.0
Eastern Region,Eastern Region,Private,0.0,0.0,0.0,0.0,0.0,0.0,209.0,62.67,271.67,271.67,0.0,76.93157139176205,0.0,23.068428608237934,,,,,271.67,100.0
Eastern Region,Eastern Region,Central,119.1,0.0,0.0,0.0,119.1,0.0,74.27,0.0,74.27,193.37,61.59176707865749,38.4082329213425,0.0,0.0,100.0,0.0,0.0,0.0,74.27,38.4082329213425
Eastern Region,Eastern Region,Sub-Total,119.1,0.0,0.0,0.0,119.1,0.0,643.27,62.67,705.94,825.04,14.43566372539513,77.96834092892466,0.0,7.595995345680211,100.0,0.0,0.0,0.0,705.9399999999999,85.56433627460487
Eastern Region,Eastern Region,Central,2274.33,0.0,0.0,0.0,2274.33,0.0,85.5,0.0,85.5,2359.83,96.37685765500056,3.623142344999428,0.0,0.0,100.0,0.0,0.0,0.0,85.5,3.623142344999428
Eastern Region,Eastern Region,State,7630.0,0.0,0.0,0.0,7630.0,0.0,3550.22,421.22,3971.44,11601.44,65.76769780303134,30.601546014977448,0.0,3.6307561819912006,100.0,0.0,0.0,0.0,3971.4399999999996,34.23230219696865
Eastern Region,Total (Eastern,Private,5711.0,0.0,0.0,0.0,5711.0,0.0,209.0,2806.1,3015.1,8726.1,65.44733615246216,2.395113510044579,0.0,32.15755033749326,100.0,0.0,0.0,0.0,3015.1,34.55266384753784
Eastern Region,Total (Eastern,Central,19666.68,0.0,0.0,0.0,19666.68,0.0,1103.2,38.1,1141.3,20807.98,94.51508507793645,5.301812093244996,0.0,0.18310282881855905,100.0,0.0,0.0,0.0,1141.3,5.484914922063554
Eastern Region,Total (Eastern,Grand Total,33007.68,0.0,0.0,0.0,33007.68,0.0,4862.42,3265.42,8127.84,41135.52,80.24130970022988,11.82048993181562,0.0,7.938200367954508,100.0,0.0,0.0,0.0,8127.84,19.758690299770127
North Eastern Region,North Eastern Region,State,0.0,0.0,306.36,0.0,306.36,0.0,100.0,5.01,105.01,411.37,74.47310207355909,24.309016214113814,0.0,1.217881712327102,0.0,0.0,100.0,0.0,105.01,25.526897926440917
North Eastern Region,North Eastern Region,Private,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.66,675.66,675.66,0.0,0.0,0.0,100.0,,,,,675.66,100.0
North Eastern Region,North Eastern Region,Central,695.52,0.0,435.56,0.0,1131.08,0.0,534.1,97.75,631.85,1762.92,64.15946270959545,30.29632654913439,0.0,5.544777981984435,61.49167167662765,0.0,38.50832832337235,0.0,631.85,35.84110453111883
North Eastern Region,North Eastern Region,Sub-Total,695.52,0.0,741.92,0.0,1437.43,0.0,634.1,778.41,1412.51,2849.94,50.4372021867127,22.24959121946427,0.0,27.313206593823026,48.38635620517173,0.0,51.61433948087907,0.0,1412.51,49.5627978132873
North Eastern Region,North Eastern Region,State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.36,143.36,143.36,0.0,0.0,0.0,100.0,,,,,143.36,100.0
North Eastern Region,North Eastern Region,Private,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.97,12.97,12.97,0.0,0.0,0.0,100.0,,,,,12.97,100.0
North Eastern Region,North Eastern Region,Central,37.05,0.0,46.82,0.0,83.87,0.0,713.19,0.0,713.19,797.06,10.52241989310717,89.47758010689284,0.0,0.0,44.17550971741981,0.0,55.824490282580186,0.0,713.19,89.47758010689284
North Eastern Region,North Eastern Region,Sub-Total,37.05,0.0,46.82,0.0,83.87,0.0,713.19,156.33,869.52,953.39,8.797029547194747,74.80569336787674,0.0,16.39727708492852,44.17550971741981,0.0,55.824490282580186,0.0,869.5200000000001,91.20297045280526
North Eastern Region,North Eastern Region,State,0.0,0.0,0.0,0.0,0.0,0.0,322.0,55.03,377.03,377.03,0.0,85.40434448187148,0.0,14.595655518128533,,,,,377.03,100.0
North Eastern Region,North Eastern Region,Private,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.08,18.08,18.08,0.0,0.0,0.0,100.0,,,,,18.08,100.0
North Eastern Region,North Eastern Region,Central,51.6,0.0,109.69,0.0,161.29,0.0,119.6,0.0,119.6,280.89,57.42105450532237,42.57894549467763,0.0,0.0,31.992063984127974,0.0,68.00793601587203,0.0,119.6,42.57894549467763
North Eastern Region,North Eastern Region,Sub-Total,51.6,0.0,109.69,0.0,161.29,0.0,441.6,73.11,514.71,676.0,23.8594674556213,65.32544378698225,0.0,10.81508875739645,31.992063984127974,0.0,68.00793601587203,0.0,514.71,76.1405325443787
North Eastern Region,North Eastern Region,State,0.0,0.0,105.0,0.0,105.0,0.0,0.0,0.0,0.0,105.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
North Eastern Region,North Eastern Region,Private,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.81,53.81,53.81,0.0,0.0,0.0,100.0,,,,,53.81,100.0
North Eastern Region,North Eastern Region,Central,106.0,0.0,381.94,0.0,487.94,0.0,92.57,5.25,97.82,585.76,83.30032777929529,15.803400710188473,0.0,0.8962715105162524,21.72398245685945,0.0,78.27601754314055,0.0,97.82,16.699672220704727
North Eastern Region,North Eastern Region,Sub-Total,106.0,0.0,486.94,0.0,592.94,0.0,92.57,59.05,151.62,744.56,79.63629526163103,12.432846244762006,0.0,7.930858493606962,17.877019597261103,0.0,82.12298040273889,0.0,151.62,20.36370473836897
North Eastern Region,North Eastern Region,State,0.0,0.0,0.0,36.0,36.0,0.0,0.0,0.72,0.72,36.72,98.03921568627452,0.0,0.0,1.9607843137254901,0.0,0.0,0.0,100.0,0.72,1.9607843137254901
North Eastern Region,North Eastern Region,Private,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,22.3,22.3,0.0,0.0,0.0,100.0,,,,,22.3,100.0
North Eastern Region,North Eastern Region,Central,47.1,0.0,81.58,0.0,128.68,0.0,108.72,0.0,108.72,237.4,54.2038753159225,45.796124684077505,0.0,0.0,36.602424619210446,0.0,63.39757538078955,0.0,108.72,45.796124684077505
North Eastern Region,North Eastern Region,Sub-Total,47.1,0.0,81.58,36.0,164.68,0.0,108.72,23.01,131.73,296.41,55.55817954859822,36.67892446273742,0.0,7.762895988664351,28.600923002186057,0.0,49.53849890697109,21.860578090842846,131.73,44.44182045140177
North Eastern Region,North Eastern Region,State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.07,35.07,35.07,0.0,0.0,0.0,100.0,,,,,35.07,100.0
North Eastern Region,North Eastern Region,Private,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,3.68,3.68,0.0,0.0,0.0,100.0,,,,,3.68,100.0
North Eastern Region,North Eastern Region,Central,32.1,0.0,73.93,0.0,106.03,0.0,80.69,0.0,80.69,186.72,56.78556126820909,43.21443873179091,0.0,0.0,30.274450627180986,0.0,69.72554937281902,0.0,80.69,43.21443873179091
North Eastern Region,North Eastern Region,Sub-Total,32.1,0.0,73.93,0.0,106.03,0.0,80.69,38.75,119.44,225.47,47.02621191289307,35.78746618175367,0.0,17.186321905353264,30.274450627180986,0.0,69.72554937281902,0.0,119.44,52.97378808710693
North Eastern Region,North Eastern Region,State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,
North Eastern Region,North Eastern Region,Private,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.89,79.89,79.89,0.0,0.0,0.0,100.0,,,,,79.89,100.0
North Eastern Region,North Eastern Region,Central,31.05,0.0,60.46,0.0,91.51,0.0,111.74,0.0,111.74,203.25,45.023370233702344,54.976629766297656,0.0,0.0,33.930717954321935,0.0,66.06928204567807,0.0,111.74,54.976629766297656
North Eastern Region,North Eastern Region,Sub-Total,31.05,0.0,60.46,0.0,91.51,0.0,111.74,79.89,191.63,283.14,32.31970050151869,39.46457582821219,0.0,28.215723670269128,33.930717954321935,0.0,66.06928204567807,0.0,191.63,67.68029949848132
North Eastern Region,North Eastern Region,Central,112.6,0.0,63.62,0.0,176.22,0.0,289.4,0.0,289.4,465.62,37.84631244362355,62.15368755637643,0.0,0.0,63.89740097605265,0.0,36.102599023947334,0.0,289.4,62.15368755637643
North Eastern Region,North Eastern Region,State,0.0,0.0,411.36,36.0,447.36,0.0,422.0,239.19,661.19,1108.54,40.355783282515745,38.06808955924008,0.0,21.577029245674492,0.0,0.0,91.95278969957081,8.047210300429185,661.19,59.645118804914574
North Eastern Region,Total (North-,Private,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.37,866.37,866.37,0.0,0.0,0.0,100.0,,,,,866.37,100.0
North Eastern Region,Eastern Region),Central,1113.02,0.0,1253.6,0.0,2366.62,0.0,2050.01,102.99,2153.0,4519.62,52.36325177780433,45.358016824423295,0.0,2.278731397772379,47.02994143546493,0.0,52.97005856453507,0.0,2153.0,47.63674822219567
North Eastern Region,Eastern Region),Grand Total,1113.02,0.0,1664.96,36.0,2813.97,0.0,2472.01,1208.55,3680.56,6494.53,43.32830859199973,38.06295451710901,0.0,18.608736890891258,39.553371215755675,0.0,59.16765281790496,1.2793313361549696,3680.5600000000004,56.67169140800028
Islands,Islands,State,0.0,0.0,0.0,57.52,57.52,0.0,0.0,5.25,5.25,62.77,91.63613191014815,0.0,0.0,8.36386808985184,0.0,0.0,0.0,100.0,5.25,8.36386808985184
Islands,Islands,Private,0.0,0.0,0.0,35.19,35.19,0.0,0.0,27.82,27.82,63.01,55.848278051102994,0.0,0.0,44.151721948897006,0.0,0.0,0.0,100.0,27.82,44.151721948897006
Islands,Islands,Central,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,100.0,,,,,5.0,100.0
Islands,Islands,Sub-Total,0.0,0.0,0.0,92.71,92.71,0.0,0.0,38.07,38.07,130.78,70.89004434928887,0.0,0.0,29.109955650711118,0.0,0.0,0.0,100.0,38.07,29.109955650711118
Islands,Islands,State,0.0,0.0,0.0,26.83,26.83,0.0,0.0,0.0,0.0,26.83,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Islands,Islands,Private,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.27,9.27,9.27,0.0,0.0,0.0,100.0,,,,,9.27,100.0
Islands,Islands,Central,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,
Islands,Islands,Sub-Total,0.0,0.0,0.0,26.83,26.83,0.0,0.0,9.27,9.27,36.1,74.32132963988919,0.0,0.0,25.6786703601108,0.0,0.0,0.0,100.0,9.27,25.6786703601108
Islands,Islands,State,0.0,0.0,0.0,84.35,84.35,0.0,0.0,5.25,5.25,89.6,94.140625,0.0,0.0,5.859375000000001,0.0,0.0,0.0,100.0,5.25,5.859375000000001
Islands,Islands,Private,0.0,0.0,0.0,35.19,35.19,0.0,0.0,37.09,37.09,72.28,48.68566685113447,0.0,0.0,51.31433314886553,0.0,0.0,0.0,100.0,37.09,51.31433314886553
Islands,Islands,Grand Total,0.0,0.0,0.0,119.54,119.54,0.0,0.0,47.34,47.34,166.88,71.63231064237776,0.0,0.0,28.367689357622243,0.0,0.0,0.0,100.0,47.34,28.367689357622243
